timestamp,pitch_offset,roll_offset,rbfnn_lr,cost,verdict
2026-04-13 23:52:02.755827,0.00828,-0.00691,0.00843,455.73,NEAR_FLIP
2026-04-13 23:53:27.609661,0.06855,0.03311,0.02276,658.18,NEAR_FLIP
2026-04-13 23:54:49.702394,-0.03307,-0.07652,0.00583,657.33,NEAR_FLIP
2026-04-13 23:56:17.910995,-0.04083,-0.00650,0.01158,657.35,NEAR_FLIP
2026-04-13 23:57:44.432417,-0.03551,-0.01578,0.01056,415.67,NEAR_FLIP
2026-04-13 23:59:08.893774,0.08178,0.04510,0.01123,457.70,NEAR_FLIP
2026-04-14 00:00:47.375594,-0.12387,-0.06826,0.00678,263.65,LOW_ALT
2026-04-14 00:02:13.924486,-0.01826,-0.01415,0.00708,456.78,NEAR_FLIP
2026-04-14 00:03:38.672738,0.04468,-0.01488,0.00772,457.31,NEAR_FLIP
2026-04-14 00:05:05.179101,0.00141,0.02228,0.02234,657.70,NEAR_FLIP
2026-04-14 00:06:29.692535,0.00410,-0.02471,0.00996,458.24,NEAR_FLIP
2026-04-14 00:07:56.231329,-0.01924,-0.00057,0.01015,657.70,NEAR_FLIP
2026-04-14 00:09:16.725041,-0.07253,-0.07449,0.02130,659.89,NEAR_FLIP
2026-04-14 00:10:45.168508,-0.00704,-0.01003,0.00360,456.42,NEAR_FLIP
2026-04-14 00:12:12.337281,0.01775,0.00480,0.02080,656.02,NEAR_FLIP
2026-04-14 00:13:34.750208,-0.00322,0.07143,0.00983,659.87,NEAR_FLIP
2026-04-14 00:14:56.936958,-0.03803,-0.03383,0.01184,661.06,NEAR_FLIP
2026-04-14 00:16:35.719046,0.07009,0.07997,0.02064,255.01,LOW_ALT
2026-04-14 00:18:14.507789,0.01182,-0.02622,0.01112,555.63,STUCK
2026-04-14 00:19:41.047842,0.01262,-0.00646,0.01480,659.45,NEAR_FLIP
2026-04-14 00:21:20.273953,-0.04740,0.05000,0.02400,259.01,LOW_ALT
2026-04-14 00:22:45.417789,0.01805,-0.00085,0.01127,457.52,NEAR_FLIP
2026-04-14 00:24:09.920221,-0.04565,-0.00964,0.01364,663.49,NEAR_FLIP
2026-04-14 00:25:34.156606,-0.03351,0.05764,0.00567,657.12,NEAR_FLIP
